title,totalScore,reviewsCount,street,city,state,postalCode,countryCode,website,phone,email,emails,categories,categoryName,plusCode,url,fullAddress,placeId,searchString
"BlueStone Jewellery Pandri, Raipur",4.9,507,"Plot no-4/3, Jeevan Bima Marg, Main Rd, Pandri",Raipur,Chhattisgarh,492004,IN,http://www.bluestone.com/,089768 78930,,[],"[""Jewelry store""]",Jewelry store,"7J2X+X9 Raipur, Chhattisgarh","https://www.google.com/maps/place/BlueStone+Jewellery+Pandri,+Raipur/data=!4m7!3m6!1s0x3a28dd604064b3e5:0x92d23b6d861c1d9!8m2!3d21.2524102!4d81.6484553!16s%2Fg%2F11t0vrgw42!19sChIJ5bNkQGDdKDoR2cFh2LYjLQk?authuser=0&hl=en&rclk=1","Plot no-4/3,Jeevan Bima Marg, Main Rd, Pandri, Raipur, Chhattisgarh 492004",0x3a28dd604064b3e5:0x92d23b6d861c1d9,Gold Jewellery
"Senco Gold & Diamonds- Pandri, Raipur",4.8,446,"35/1345, Pandri Rd, near Shree Shivam Store, Govind Nagar",Raipur,Chhattisgarh,492004,IN,https://showrooms.sencogoldanddiamonds.com/jewellery-stores/chhattisgarh/raipur/pandri-c090?utm_source=google&utm_medium=GMB&utm_campaign=search&utm_term=Chhattisgarh+&utm_content=Raipur,091473 31020,,[],"[""Jewelry store""]",Jewelry store,"7J2X+M5 Raipur, Chhattisgarh","https://www.google.com/maps/place/Senco+Gold+%26+Diamonds-+Pandri,+Raipur/data=!4m7!3m6!1s0x3a28ddda6e4eeeb7:0x2174bd23d6102086!8m2!3d21.2517027!4d81.6479931!16s%2Fg%2F11vdrlvxz9!19sChIJt-5ObtrdKDoRhiAQ1iO9dCE?authuser=0&hl=en&rclk=1","35/1345, Pandri Rd, near Shree Shivam Store, Govind Nagar, Raipur, Chhattisgarh 492004",0x3a28ddda6e4eeeb7:0x2174bd23d6102086,Gold Jewellery
"Senco Gold & Diamonds - Malviya Road, Raipur",4.6,922,"Raj Plaza, Malviya Road Swami Vivekanand Ward No: 57",P.H. No: 106-A,Chhattisgarh,492001,IN,https://showrooms.sencogoldanddiamonds.com/jewellery-stores/chhattisgarh/raipur/malviya-road-c044?utm_source=google&utm_medium=GMB&utm_campaign=search&utm_term=Chhattisgarh+&utm_content=Raipur,077122 20601,,[],"[""Jewelry store""]",Jewelry store,"6JQP+9P Raipur, Chhattisgarh","https://www.google.com/maps/place/Senco+Gold+%26+Diamonds+-+Malviya+Road,+Raipur/data=!4m7!3m6!1s0x3a28dda351c00783:0x13665d7d0664b35c!8m2!3d21.2384832!4d81.63678!16s%2Fg%2F11c6vwq45x!19sChIJgwfAUaPdKDoRXLNkBn1dZhM?authuser=0&hl=en&rclk=1","Raj Plaza, Malviya Road Swami Vivekanand Ward No: 57, P.H. No: 106-A, Chhattisgarh 492001",0x3a28dda351c00783:0x13665d7d0664b35c,Gold Jewellery
"Tribhovandas Bhimji Zaveri (TBZ - The Original), Raipur",4.7,1200,"Ground Floor & 1st Floor, Main Road, beside Axis Bank, Pandri",Raipur,Chhattisgarh,492004,IN,https://www.tbztheoriginal.com/,077140 22001,,[],"[""Jewelry store""]",Jewelry store,"7J2W+9V Raipur, Chhattisgarh","https://www.google.com/maps/place/Tribhovandas+Bhimji+Zaveri+%28TBZ+-+The+Original%29,+Raipur/data=!4m7!3m6!1s0x3a28ddbd4eaf7f2d:0xbe45b4112fa78156!8m2!3d21.2509787!4d81.6471582!16s%2Fg%2F11b7jf215h!19sChIJLX-vTr3dKDoRVoGnLxG0Rb4?authuser=0&hl=en&rclk=1","Ground Floor & 1st Floor, Main Road, beside Axis Bank, Pandri, Raipur, Chhattisgarh 492004",0x3a28ddbd4eaf7f2d:0xbe45b4112fa78156,Gold Jewellery
Babulal Jewellers,4.9,420,"Chowk, Raj Bhawan Rd, next to Veggies, Moti Bagh, Civil Lines",Raipur,Chhattisgarh,492001,IN,https://babulaljewellers.com/,077140 40119,,[],"[""Jewelry store""]",Jewelry store,"6JVV+38 Raipur, Chhattisgarh",https://www.google.com/maps/place/Babulal+Jewellers/data=!4m7!3m6!1s0x3a28dd988e119549:0x1a3ad3b0532a5b52!8m2!3d21.2426562!4d81.6433342!16s%2Fg%2F11b7rn9j_m!19sChIJSZURjpjdKDoRUlsqU7DTOho?authuser=0&hl=en&rclk=1,"Chowk, Raj Bhawan Rd, next to Veggies, Moti Bagh, Civil Lines, Raipur, Chhattisgarh 492001",0x3a28dd988e119549:0x1a3ad3b0532a5b52,Gold Jewellery
Shivraj Prakashchand Bhansali Jewellers -Antique Jewellery/Diamond/Best Gold Jewellery in Raipur,4.2,380,"Kotwali Chowk, Sadar Bazar",Raipur,Chhattisgarh,492001,IN,,077125 55502,,[],"[""Jewelry store""]",Jewelry store,"6JQP+3Q Raipur, Chhattisgarh",https://www.google.com/maps/place/Shivraj+Prakashchand+Bhansali+Jewellers+-Antique+Jewellery%2FDiamond%2FBest+Gold+Jewellery+in+Raipur/data=!4m7!3m6!1s0x3a28dda4a87b102f:0x4044415ad1023e2e!8m2!3d21.2376367!4d81.6369578!16s%2Fg%2F11gb3mlr4q!19sChIJLxB7qKTdKDoRLj4C0VpBREA?authuser=0&hl=en&rclk=1,"Kotwali Chowk, Sadar Bazar, Raipur, Chhattisgarh 492001",0x3a28dda4a87b102f:0x4044415ad1023e2e,Gold Jewellery
Tanishq Jewellery - Raipur - G E Road,4.8,4183,"No 11-12, Shaheed Smarak Complex, Great Eastern Rd, nearby Jaistambh Chowk, Bombay Market, Moudhapara",Raipur,Chhattisgarh,492001,IN,https://stores.tanishq.co.in/store-locator/jewellery-stores/chhattisgarh/raipur-geroad/TRA,077140 98181,,[],"[""Jewelry store""]",Jewelry store,"6JWQ+27 Raipur, Chhattisgarh",https://www.google.com/maps/place/Tanishq+Jewellery+-+Raipur+-+G+E+Road/data=!4m7!3m6!1s0x3a28dd9868b8794f:0x674f0e92976e96c4!8m2!3d21.2450727!4d81.638201!16s%2Fg%2F1xgrlc5l!19sChIJT3m4aJjdKDoRxJZul5IOT2c?authuser=0&hl=en&rclk=1,"No 11-12, Shaheed Smarak Complex, Great Eastern Rd, nearby Jaistambh Chowk, Bombay Market, Moudhapara, Raipur, Chhattisgarh 492001",0x3a28dd9868b8794f:0x674f0e92976e96c4,Gold Jewellery
Babubhai Jewellers,4.8,4183,"No 11-12, Shaheed Smarak Complex, Great Eastern Rd, nearby Jaistambh Chowk, Bombay Market, Moudhapara",Raipur,Chhattisgarh,492001,IN,https://stores.tanishq.co.in/store-locator/jewellery-stores/chhattisgarh/raipur-geroad/TRA,077140 98181,,[],"[""Jewelry store""]",Jewelry store,"6JWQ+27 Raipur, Chhattisgarh",https://www.google.com/maps/place/Babubhai+Jewellers/data=!4m7!3m6!1s0x3a28dd93c7a3719f:0x952931a1ee60c9a8!8m2!3d21.2612807!4d81.6371888!16s%2Fg%2F1vbl5_j5!19sChIJn3Gjx5PdKDoRqMlg7qExKZU?authuser=0&hl=en&rclk=1,"No 11-12, Shaheed Smarak Complex, Great Eastern Rd, nearby Jaistambh Chowk, Bombay Market, Moudhapara, Raipur, Chhattisgarh 492001",0x3a28dd93c7a3719f:0x952931a1ee60c9a8,Gold Jewellery
Anand Jewels Raipur,4.5,606,"Pandri Rd, near Atal Express way, Govind Nagar",Raipur,Chhattisgarh,492001,IN,http://www.anandjewels.com/,077140 62800,,[],"[""Jewelry store""]",Jewelry store,"7J2X+P5 Raipur, Chhattisgarh",https://www.google.com/maps/place/Anand+Jewels+Raipur/data=!4m7!3m6!1s0x3a28ddf3af0c8f3b:0x8bf49b56b574adef!8m2!3d21.2517762!4d81.6479872!16s%2Fg%2F11q9ks4wpg!19sChIJO48Mr_PdKDoR7610tVab9Is?authuser=0&hl=en&rclk=1,"Pandri Rd, near Atal Express way, Govind Nagar, Raipur, Chhattisgarh 492001",0x3a28ddf3af0c8f3b:0x8bf49b56b574adef,Gold Jewellery
BlueStone Jewellery VIP Road Raipur,4.9,164,"Aroma Tower, VIP Rd, near Magneto Mall, Chowk, Vishal Nagar",Raipur,Chhattisgarh,492001,IN,https://www.bluestone.com/stores/vip-road-raipur-reslnk-TWpFeA%3D%3D/catalog.html?utm_source=Google_GMB&utm_medium=GMB_Organic_Store&utm_campaign=GMB_local,086556 50951,,[],"[""Jewelry store""]",Jewelry store,"6MRH+2M Raipur, Chhattisgarh",https://www.google.com/maps/place/BlueStone+Jewellery+VIP+Road+Raipur/data=!4m7!3m6!1s0x3a28ddd6537e77e9:0x5a061e7ccf41b46!8m2!3d21.2400498!4d81.6791735!16s%2Fg%2F11w4wl2ghd!19sChIJ6Xd-U9bdKDoRRhv0zOdhoAU?authuser=0&hl=en&rclk=1,"Aroma Tower, VIP Rd, near Magneto Mall, Chowk, Vishal Nagar, Raipur, Chhattisgarh 492001",0x3a28ddd6537e77e9:0x5a061e7ccf41b46,Gold Jewellery
Anopchand Tilokchand Jewellers Pvt. ltd,4.9,164,"Aroma Tower, VIP Rd, near Magneto Mall, Chowk, Vishal Nagar",Raipur,Chhattisgarh,492001,IN,https://www.bluestone.com/stores/vip-road-raipur-reslnk-TWpFeA%3D%3D/catalog.html?utm_source=Google_GMB&utm_medium=GMB_Organic_Store&utm_campaign=GMB_local,086556 50951,,[],"[""Jewelry store""]",Jewelry store,"6MRH+2M Raipur, Chhattisgarh",https://www.google.com/maps/place/Anopchand+Tilokchand+Jewellers+Pvt.+ltd/data=!4m7!3m6!1s0x3a28dd001cb2ee53:0x9b626db0db6360!8m2!3d21.2378848!4d81.6366989!16s%2Fg%2F11vss3dfrh!19sChIJU-6yHADdKDoRYGPbsG1imwA?authuser=0&hl=en&rclk=1,"Aroma Tower, VIP Rd, near Magneto Mall, Chowk, Vishal Nagar, Raipur, Chhattisgarh 492001",0x3a28dd001cb2ee53:0x9b626db0db6360,Gold Jewellery
Rajdhani Jewellers and Gems Pvt. Ltd,4.7,307,"57/4/5, ATPALACE, beside Anup Medicals, Kotwali Chowk, Bajinath Para",Raipur,Chhattisgarh,492001,IN,http://www.atjewels.in/,094255 62811,,[],"[""Jewelry store""]",Jewelry store,"6JQP+5M Raipur, Chhattisgarh",https://www.google.com/maps/place/Rajdhani+Jewellers+and+Gems+Pvt.+Ltd/data=!4m7!3m6!1s0x3a28dd1aaaaaaaa9:0x3e11e109c362c58e!8m2!3d21.2357682!4d81.63697!16s%2Fg%2F11c5bjjsp5!19sChIJqaqqqhrdKDoRjsViwwnhET4?authuser=0&hl=en&rclk=1,"57/4/5, ATPALACE, beside Anup Medicals, Kotwali Chowk, Bajinath Para, Raipur, Chhattisgarh 492001",0x3a28dd1aaaaaaaa9:0x3e11e109c362c58e,Gold Jewellery
Punjab Jewellers,4.7,307,"beside SBI bank, Kutchery Chowk, Moudhapara",Raipur,Chhattisgarh,492001,IN,https://www.punjabjewellers.org/,,,[],"[""Jewelry store""]",Jewelry store,"6JWR+WJ Raipur, Chhattisgarh",https://www.google.com/maps/place/Punjab+Jewellers/data=!4m7!3m6!1s0x3a28dd2f83a92c2d:0x4fc2216ab747e902!8m2!3d21.24737!4d81.6415473!16s%2Fg%2F11x6jm7kcn!19sChIJLSypgy_dKDoRAulHt2ohwk8?authuser=0&hl=en&rclk=1,"beside SBI bank, Kutchery Chowk, Moudhapara, Raipur, Chhattisgarh 492001",0x3a28dd2f83a92c2d:0x4fc2216ab747e902,Gold Jewellery
"CaratLane Jewellery Pandri, Raipur",4.9,477,"beside SBI bank, Kutchery Chowk, Moudhapara",Raipur,Chhattisgarh,492001,IN,https://www.punjabjewellers.org/,,,[],"[""Jewelry store""]",Jewelry store,"6JWR+WJ Raipur, Chhattisgarh","https://www.google.com/maps/place/CaratLane+Jewellery+Pandri,+Raipur/data=!4m7!3m6!1s0x3a28dd975f642969:0x72b0c1adbf442d66!8m2!3d21.2525314!4d81.6483405!16s%2Fg%2F11nyvbc5qt!19sChIJaSlkX5fdKDoRZi1Ev63BsHI?authuser=0&hl=en&rclk=1","beside SBI bank, Kutchery Chowk, Moudhapara, Raipur, Chhattisgarh 492001",0x3a28dd975f642969:0x72b0c1adbf442d66,Gold Jewellery
"CaratLane Jewellery VIP Chowk, Raipur",4.9,477,"beside SBI bank, Kutchery Chowk, Moudhapara",Raipur,Chhattisgarh,492001,IN,https://www.punjabjewellers.org/,,,[],"[""Jewelry store""]",Jewelry store,"6JWR+WJ Raipur, Chhattisgarh","https://www.google.com/maps/place/CaratLane+Jewellery+VIP+Chowk,+Raipur/data=!4m7!3m6!1s0x3a28df356ffcc78f:0x7dc4cbf4be88f60e!8m2!3d21.2388083!4d81.6784185!16s%2Fg%2F11vkr3vkmx!19sChIJj8f8bzXfKDoRDvaIvvTLxH0?authuser=0&hl=en&rclk=1","beside SBI bank, Kutchery Chowk, Moudhapara, Raipur, Chhattisgarh 492001",0x3a28df356ffcc78f:0x7dc4cbf4be88f60e,Gold Jewellery
Ujjwal Jewellers,4.9,477,"beside SBI bank, Kutchery Chowk, Moudhapara",Raipur,Chhattisgarh,492001,IN,https://www.punjabjewellers.org/,,,[],"[""Jewelry store""]",Jewelry store,"6JWR+WJ Raipur, Chhattisgarh",https://www.google.com/maps/place/Ujjwal+Jewellers/data=!4m7!3m6!1s0x3a28ddbc9978c749:0x6813a9d19bdd0c3a!8m2!3d21.237757!4d81.635974!16s%2Fg%2F1vgw71f6!19sChIJScd4mbzdKDoROgzdm9GpE2g?authuser=0&hl=en&rclk=1,"beside SBI bank, Kutchery Chowk, Moudhapara, Raipur, Chhattisgarh 492001",0x3a28ddbc9978c749:0x6813a9d19bdd0c3a,Gold Jewellery
Sheetal Kart Raipur,4.9,129,"Shop No - 102, First Floor, City Center Mall, Pandri",Raipur,Chhattisgarh,492001,IN,https://sheetalkart.com/,,,[],"[""Jewelry store""]",Jewelry store,"7J3W+XM Raipur, Chhattisgarh",https://www.google.com/maps/place/Sheetal+Kart+Raipur/data=!4m7!3m6!1s0x3a28ddc947a6b3b7:0x6a1dec98edb0a353!8m2!3d21.2549132!4d81.6467298!16s%2Fg%2F11ytxsdmvg!19sChIJt7OmR8ndKDoRU6Ow7ZjsHWo?authuser=0&hl=en&rclk=1,"Shop No - 102, First Floor, City Center Mall, Pandri, Raipur, Chhattisgarh 492001",0x3a28ddc947a6b3b7:0x6a1dec98edb0a353,Gold Jewellery
Sawansukha Jewellers -Raipur- Sadar Bazar,4.9,129,"288, Sadar Bazar Rd, beside Central Book, near City KotWali, Sadar Bazar",Raipur,Chhattisgarh,492001,IN,https://sheetalkart.com/,,,[],"[""Jewelry store""]",Jewelry store,,https://www.google.com/maps/place/Sawansukha+Jewellers+-Raipur-+Sadar+Bazar/data=!4m7!3m6!1s0x3a28ddf5415fafa9:0xb44741743720e7e0!8m2!3d21.2382237!4d81.6326133!16s%2Fg%2F11vy_d9g45!19sChIJqa9fQfXdKDoR4OcgN3RBR7Q?authuser=0&hl=en&rclk=1,"288, Sadar Bazar Rd, beside Central Book, near City KotWali, Sadar Bazar, Raipur, Chhattisgarh 492001",0x3a28ddf5415fafa9:0xb44741743720e7e0,Gold Jewellery
Golchha Jewellers - Shrichand Gautamchand,4.8,231,"288, Sadar Bazar Rd, beside Central Book, near City KotWali, Sadar Bazar",Raipur,Chhattisgarh,492001,IN,https://www.sawansukha.com/,091470 75332,,[],"[""Jewelry store""]",Jewelry store,"6JQM+72 Raipur, Chhattisgarh",https://www.google.com/maps/place/Golchha+Jewellers+-+Shrichand+Gautamchand/data=!4m7!3m6!1s0x3a28ddbb70000001:0xb77ab193b39c5cfd!8m2!3d21.2380821!4d81.6347316!16s%2Fg%2F1tg_7xbp!19sChIJAQAAcLvdKDoR_Vycs5Oxerc?authuser=0&hl=en&rclk=1,"288, Sadar Bazar Rd, beside Central Book, near City KotWali, Sadar Bazar, Raipur, Chhattisgarh 492001",0x3a28ddbb70000001:0xb77ab193b39c5cfd,Gold Jewellery
Bhansali creation | Bridal Jewellery in Raipur | Imiitation Jewellery in Raipur | Costume on Rent in Raipur,4.5,460,"Shop no 69 gate no 01, Mahalaxmi market, Sector 4, Pandri",Raipur,Chhattisgarh,492004,IN,,097704 57046,,[],"[""Jewelry store""]",Jewelry store,"7J4W+VV Raipur, Chhattisgarh",https://www.google.com/maps/place/Bhansali+creation+%7C+Bridal+Jewellery+in+Raipur+%7C+Imiitation+Jewellery+in+Raipur+%7C+Costume+on+Rent+in+Raipur/data=!4m7!3m6!1s0x3a28dddda13d2301:0x7180fea747d7a6dc!8m2!3d21.2571273!4d81.6471348!16s%2Fg%2F11j3_vngpg!19sChIJASM9od3dKDoR3KbXR6f-gHE?authuser=0&hl=en&rclk=1,"Shop no 69 gate no 01, Mahalaxmi market, Sector 4, Pandri, Raipur, Chhattisgarh 492004",0x3a28dddda13d2301:0x7180fea747d7a6dc,Gold Jewellery
