title,totalScore,reviewsCount,street,city,state,postalCode,countryCode,website,phone,email,emails,categories,categoryName,plusCode,url,fullAddress,placeId,searchString
Tacopina Seigel & DeOreo - Criminal Lawyers in NYC,,,,,,,US,,,,[],[],,,https://www.google.com/maps/place/Tacopina+Seigel+%26+DeOreo+-+Criminal+Lawyers+in+NYC/data=!4m7!3m6!1s0x89c259011e131cb9:0xe2d0fcf4f9b968b3!8m2!3d40.7512691!4d-73.9799887!16s%2Fg%2F1thd7lmq!19sChIJuRwTHgFZwokRs2i5-fT80OI?authuser=0&hl=en&rclk=1,,0x89c259011e131cb9:0xe2d0fcf4f9b968b3,law fims
The Platta Law Firm,5.0,200,"42 Broadway # 1927, New York",NY 10004,United States,,US,https://plattalaw.com/,+1 212-514-5100,,[],"[""Personal injury attorney""]",Personal injury attorney,"PX4P+9X New York, USA",https://www.google.com/maps/place/The+Platta+Law+Firm/data=!4m7!3m6!1s0x89c25a114bac0837:0x4d21474108d39ed4!8m2!3d40.7059797!4d-74.0126029!16s%2Fg%2F1wf39jm1!19sChIJNwisSxFawokR1J7TCEFHIU0?authuser=0&hl=en&rclk=1,"42 Broadway # 1927, New York, NY 10004, United States",0x89c25a114bac0837:0x4d21474108d39ed4,law fims
Thomas Law Firm PLLC,5.0,200,"42 Broadway # 1927, New York",NY 10004,United States,,US,https://plattalaw.com/,+1 212-514-5100,,[],"[""Personal injury attorney""]",Personal injury attorney,"PX4P+9X New York, USA",https://www.google.com/maps/place/Thomas+Law+Firm+PLLC/data=!4m7!3m6!1s0x89c2598d38090bc1:0x6c36a5be265ade84!8m2!3d40.727424!4d-74.005712!16s%2Fg%2F11yf_sbbq!19sChIJwQsJOI1ZwokRhN5aJr6lNmw?authuser=0&hl=en&rclk=1,"42 Broadway # 1927, New York, NY 10004, United States",0x89c2598d38090bc1:0x6c36a5be265ade84,law fims
"Friedman, Levy, Goldfarb, Green & Bagley, P.C.",5.0,73,"175 Varick St, New York",NY 10014,United States,,US,https://thomaslawfirm.co/,,user@domain.com,"[""user@domain.com""]","[""Lawyer""]",Lawyer,"PXGV+XP New York, USA","https://www.google.com/maps/place/Friedman,+Levy,+Goldfarb,+Green+%26+Bagley,+P.C./data=!4m7!3m6!1s0x89c258f7dcf442db:0x8aa0a865534ab0cc!8m2!3d40.7511659!4d-73.9764951!16s%2Fg%2F1tfryd5t!19sChIJ20L03PdYwokRzLBKU2WooIo?authuser=0&hl=en&rclk=1","175 Varick St, New York, NY 10014, United States",0x89c258f7dcf442db:0x8aa0a865534ab0cc,law fims
"Cohen & Fitch, LLP",4.9,32,"380 Lexington Ave 29th Floor, New York",NY 10168,United States,,US,https://friedmanlevy.com/,+1 212-307-5800,info@friedmanlevy.com,"[""info@friedmanlevy.com""]","[""Law firm""]",Law firm,"Q22F+FC New York, USA","https://www.google.com/maps/place/Cohen+%26+Fitch,+LLP/data=!4m7!3m6!1s0x4065fb73e7063285:0xfb84849240995faf!8m2!3d40.7126314!4d-74.0083037!16s%2Fg%2F11b6d4c7l7!19sChIJhTIG53P7ZUARr1-ZQJKEhPs?authuser=0&hl=en&rclk=1","380 Lexington Ave 29th Floor, New York, NY 10168, United States",0x4065fb73e7063285:0xfb84849240995faf,law fims
Avenue Law Firm,4.9,171,"The Woolworth Building, 233 Broadway #2348, New York",NY 10279,United States,,US,http://cohenfitch.com/,+1 212-374-9115,gcohen@cohenfitch.com,"[""gcohen@cohenfitch.com"", ""jfitch@cohenfitch.com""]","[""Lawyer""]",Lawyer,"PX7R+3M New York, USA",https://www.google.com/maps/place/Avenue+Law+Firm/data=!4m7!3m6!1s0x89c258ff9a64027b:0xc562f426d9e34ef0!8m2!3d40.76294!4d-73.96928!16s%2Fg%2F124yfgsl2!19sChIJewJkmv9YwokR8E7j2Sb0YsU?authuser=0&hl=en&rclk=1,"The Woolworth Building, 233 Broadway #2348, New York, NY 10279, United States",0x89c258ff9a64027b:0xc562f426d9e34ef0,law fims
Fridman Law Firm PLLC,4.9,171,"The Woolworth Building, 233 Broadway #2348, New York",NY 10279,United States,,US,http://cohenfitch.com/,+1 212-374-9115,gcohen@cohenfitch.com,"[""gcohen@cohenfitch.com"", ""jfitch@cohenfitch.com""]","[""Lawyer""]",Lawyer,"PX7R+3M New York, USA",https://www.google.com/maps/place/Fridman+Law+Firm+PLLC/data=!4m7!3m6!1s0x89c25907bfd1f95b:0x33d5357283d9d49b!8m2!3d40.7493629!4d-73.9942691!16s%2Fg%2F11frtg7cbx!19sChIJW_nRvwdZwokRm9TZg3I11TM?authuser=0&hl=en&rclk=1,"The Woolworth Building, 233 Broadway #2348, New York, NY 10279, United States",0x89c25907bfd1f95b:0x33d5357283d9d49b,law fims
"The Linden Law Group, P.C.",5.0,58,"251 W 30th St Suite 604, New York",NY 10001,United States,,US,https://www.fridmanlawfirm.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gpb,+1 212-262-9823,,[],"[""Business attorney""]",Business attorney,"P2X4+P7 New York, USA","https://www.google.com/maps/place/The+Linden+Law+Group,+P.C./data=!4m7!3m6!1s0x89c260986a672265:0x6ef0d067281a5334!8m2!3d40.7551374!4d-73.9760147!16s%2Fg%2F1vgw9k1v!19sChIJZSJnaphgwokRNFMaKGfQ8G4?authuser=0&hl=en&rclk=1","251 W 30th St Suite 604, New York, NY 10001, United States",0x89c260986a672265:0x6ef0d067281a5334,law fims
Paykin Law,4.9,60,"250 Park Ave 7th Floor, New York",NY 10177,United States,,US,https://www.new-york-attorney.org/,+1 212-537-6612,,[],"[""Civil law attorney""]",Civil law attorney,"Q24F+3H New York, USA",https://www.google.com/maps/place/Paykin+Law/data=!4m7!3m6!1s0x89c259a9a93ba655:0x306876f7f18d5371!8m2!3d40.7592015!4d-73.9778103!16s%2Fg%2F11xj28ct1!19sChIJVaY7qalZwokRcVON8fd2aDA?authuser=0&hl=en&rclk=1,"250 Park Ave 7th Floor, New York, NY 10177, United States",0x89c259a9a93ba655:0x306876f7f18d5371,law fims
"Koch Law, PLLC",4.9,60,"250 Park Ave 7th Floor, New York",NY 10177,United States,,US,https://www.new-york-attorney.org/,+1 212-537-6612,,[],"[""Civil law attorney""]",Civil law attorney,"Q24F+3H New York, USA","https://www.google.com/maps/place/Koch+Law,+PLLC/data=!4m7!3m6!1s0x89c258fe28b8aaa1:0x5ad317b2c40861e4!8m2!3d40.7542443!4d-73.9801271!16s%2Fg%2F11c6zz3081!19sChIJoaq4KP5YwokR5GEIxLIX01o?authuser=0&hl=en&rclk=1","250 Park Ave 7th Floor, New York, NY 10177, United States",0x89c258fe28b8aaa1:0x5ad317b2c40861e4,law fims
Richman Law Firm PLLC,4.9,60,"250 Park Ave 7th Floor, New York",NY 10177,United States,,US,https://www.new-york-attorney.org/,+1 212-537-6612,,[],"[""Civil law attorney""]",Civil law attorney,"Q24F+3H New York, USA",https://www.google.com/maps/place/Richman+Law+Firm+PLLC/data=!4m7!3m6!1s0x89c2590b7790c627:0xc319785b155b3f3c!8m2!3d40.7500267!4d-73.9754014!16s%2Fg%2F11h04p8n2s!19sChIJJ8aQdwtZwokRPD9bFVt4GcM?authuser=0&hl=en&rclk=1,"250 Park Ave 7th Floor, New York, NY 10177, United States",0x89c2590b7790c627:0xc319785b155b3f3c,law fims
"Pitcoff Law Group, PC",4.9,117,"250 Park Ave, New York",NY 10177,United States,,US,https://www.nydefensecounsel.com/?utm_source=gmb&utm_medium=organic&utm_content=listing&utm_campaign=local,+1 646-859-6264,,[],"[""Criminal justice attorney""]",Criminal justice attorney,"Q24F+2M New York, USA","https://www.google.com/maps/place/Pitcoff+Law+Group,+PC/data=!4m7!3m6!1s0x89c259a79e1d5e6f:0x1ffab9f6bd1d175e!8m2!3d40.7551055!4d-73.9758738!16s%2Fg%2F11f1wlyll2!19sChIJb14dnqdZwokRXhcdvfa5-h8?authuser=0&hl=en&rclk=1","250 Park Ave, New York, NY 10177, United States",0x89c259a79e1d5e6f:0x1ffab9f6bd1d175e,law fims
The Maddox Firm LLC,4.9,220,"250 Park Ave, New York",NY 10177,United States,,US,http://www.pitcofflawgroup.com/,+1 646-859-6264,,[],"[""Business attorney""]",Business attorney,"Q24F+2M New York, USA",https://www.google.com/maps/place/The+Maddox+Firm+LLC/data=!4m7!3m6!1s0x89c25b31f80a2fbf:0x518a63f690a05ee0!8m2!3d40.707032!4d-74.009896!16s%2Fg%2F11tff31tvs!19sChIJvy8K-DFbwokR4F6gkPZjilE?authuser=0&hl=en&rclk=1,"250 Park Ave, New York, NY 10177, United States",0x89c25b31f80a2fbf:0x518a63f690a05ee0,law fims
